NIP;TIT;CACA;TRABAJO_A;OBTIENE_BECA;ESTADO;CRE_MAT;CRE_SUP;CRE_SUS;CRE_NP;CRE_MAT_CN;CRE_SUP_CN;CRE_SUS_CN;CRE_NP_CN
353707;156;2010;0;-;;60;0;6;54;60;0;6;54
442996;156;2010;4;N;B;30;0;6;24;30;0;6;24
386618;156;2010;4;-;;54;0;12;42;54;0;12;42
466084;156;2010;1;S;;60;18;36;6;60;18;36;6
439650;156;2010;0;-;;60;0;6;54;60;0;6;54
461035;156;2010;0;N;;60;48;6;6;60;48;6;6
447792;156;2010;0;N;;60;0;12;48;60;0;12;48
448431;156;2010;0;-;;60;24;18;18;60;24;18;18
466081;156;2010;3;-;B;30;0;6;24;30;0;6;24
414667;156;2010;3;-;;60;0;6;54;60;0;6;54
331968;156;2010;3;-;;60;0;6;54;60;0;6;54
468360;156;2010;0;-;;60;48;0;12;60;48;0;12
386587;156;2010;1;N;;30;30;0;0;30;30;0;0
414719;156;2010;4;N;;60;24;18;18;60;24;18;18
24442;156;2010;3;-;;42;30;6;6;42;30;6;6
368682;156;2010;0;-;;54;42;0;12;54;42;0;12
439629;156;2010;0;-;;60;30;30;0;60;30;30;0
439439;156;2010;4;-;;60;18;12;30;60;18;12;30
449237;158;2010;3;-;;60;48;12;0;60;48;12;0
439582;156;2010;4;N;;42;36;6;0;42;36;6;0
466098;156;2010;0;S;;60;24;30;6;60;24;30;6
466106;156;2010;0;S;;60;24;36;0;60;24;36;0
442967;156;2010;4;-;;60;36;24;0;60;36;24;0
466090;156;2010;4;S;;60;0;18;42;60;0;18;42
420500;156;2010;0;-;;60;30;30;0;60;30;30;0
378891;156;2010;0;-;;60;6;12;42;60;6;12;42
356919;156;2010;0;-;;60;30;30;0;60;30;30;0
448306;156;2010;0;-;;60;0;6;54;60;0;6;54
466072;156;2010;3;-;;60;0;6;54;60;0;6;54
466093;156;2010;0;-;;60;0;6;54;60;0;6;54
439466;156;2010;4;N;;60;12;30;18;60;12;30;18
439651;156;2010;0;-;;60;42;18;0;60;42;18;0
439645;156;2010;1;-;;60;12;48;0;60;12;48;0
439459;156;2010;1;-;;60;12;48;0;60;12;48;0
443170;156;2010;3;-;;60;48;12;0;60;48;12;0
439515;156;2010;0;-;;60;12;42;6;60;12;42;6
353912;156;2010;3;-;;48;0;18;30;48;0;18;30
442897;156;2010;0;-;;60;6;36;18;60;6;36;18
298294;156;2010;2;S;;60;0;30;30;60;0;30;30
439511;156;2010;0;-;;60;0;12;48;60;0;12;48
466074;156;2010;1;S;;60;30;30;0;60;30;30;0
466730;156;2010;0;S;;60;0;24;36;60;0;24;36
466729;156;2010;0;N;;60;0;12;48;60;0;12;48
466389;156;2010;0;N;;60;0;30;30;60;0;30;30
466179;156;2010;0;N;;60;6;42;12;60;6;42;12
468374;158;2010;0;-;;48;48;0;0;48;48;0;0
439469;156;2010;1;-;;24;24;0;0;24;24;0;0
466088;156;2010;0;N;;60;0;6;54;60;0;6;54
439473;156;2010;0;N;;48;36;12;0;48;36;12;0
348868;156;2010;0;-;;60;42;18;0;60;42;18;0
461104;156;2013;1;N;;60;60;0;0;60;60;0;0
479040;156;2013;0;S;;60;60;0;0;60;60;0;0
497415;156;2013;3;S;;60;60;0;0;60;60;0;0
497261;156;2013;0;S;;60;9;45;6;60;9;45;6
354649;156;2013;0;-;;54;25,5;19,5;9;54;25,5;19,5;9
296201;156;2013;0;-;;63;58,5;0;4,5;63;58,5;0;4,5
460820;156;2013;0;S;;48;43,5;4,5;0;48;43,5;4,5;0
515627;156;2013;3;N;;60;60;0;0;60;60;0;0
448413;156;2013;0;N;;43,5;27;16,5;0;43,5;27;16,5;0
466425;158;2013;0;S;;60;42;18;0;60;42;18;0
507708;156;2013;;-;;30;25,5;4,5;0;30;25,5;4,5;0
516820;158;2013;;-;;30;25,5;4,5;0;30;25,5;4,5;0
509587;156;2013;;-;;22,5;22,5;0;0;22,5;22,5;0;0
509320;156;2013;;-;;36;21;10,5;4,5;36;21;10,5;4,5
315245;156;2013;1;S;;60;60;0;0;60;60;0;0
479149;156;2013;0;S;;56;56;0;0;56;56;0;0
478608;158;2013;0;S;;60;60;0;0;60;60;0;0
461168;156;2013;0;S;;42;42;0;0;42;42;0;0
461018;156;2013;3;-;;58,5;54;4,5;0;58,5;54;4,5;0
496715;158;2013;0;-;;57;57;0;0;57;57;0;0
386598;156;2013;0;S;;60;49,5;10,5;0;60;49,5;10,5;0
414678;156;2013;0;-;;55,5;21;28,5;6;55,5;21;28,5;6
354459;158;2013;0;-;;67,5;67,5;0;0;67,5;67,5;0;0
500216;156;2012;;-;;31,5;27;4,5;0;31,5;27;4,5;0
512347;156;2013;0;-;;60;0;54;6;60;0;54;6
512309;156;2013;0;S;;60;60;0;0;60;60;0;0
512316;156;2013;1;-;;36;6;30;0;36;6;30;0
471394;156;2013;1;S;;54;54;0;0;54;54;0;0
515435;156;2013;0;-;;60;42;18;0;60;42;18;0
478771;156;2013;3;-;;60;48;12;0;60;48;12;0
466071;156;2013;4;S;;40,5;40,5;0;0;40,5;40,5;0;0
479241;156;2013;0;-;;40,5;15;25,5;0;40,5;15;25,5;0
489079;158;2013;0;S;;60;60;0;0;60;60;0;0
507850;156;2013;;-;;33;22,5;0;10,5;33;22,5;0;10,5
517647;158;2013;;-;;27;4,5;18;4,5;27;4,5;18;4,5
480346;156;2013;0;S;;58,5;49,5;9;0;58,5;49,5;9;0
497368;156;2013;1;N;;60;60;0;0;60;60;0;0
438967;158;2013;0;S;;51,66;51,66;0;0;51,66;51,66;0;0
498486;156;2013;4;-;;42;18;15;9;42;18;15;9
353913;156;2013;1;-;;60;30;30;0;60;30;30;0
478519;158;2013;0;-;;60;54;6;0;60;54;6;0
482298;156;2013;0;-;;51,5;51,5;0;0;51,5;51,5;0;0
378913;156;2013;4;N;;42,16;22,66;19,5;0;42,16;22,66;19,5;0
461105;156;2013;0;-;;55,5;55,5;0;0;55,5;55,5;0;0
482828;158;2013;3;-;;60;60;0;0;60;60;0;0
460384;158;2013;0;-;;58,5;58,5;0;0;58,5;58,5;0;0
460421;158;2013;4;-;;45;45;0;0;45;45;0;0
255025;156;2013;0;-;;33;0;22,5;10,5;33;0;22,5;10,5
379772;156;2013;3;-;;16,5;10,5;6;0;16,5;10,5;6;0
33046;156;2013;0;N;;60;37,5;22,5;0;60;37,5;22,5;0
442972;156;2013;0;-;;55,5;36;19,5;0;55,5;36;19,5;0
295847;156;2013;2;-;;40,5;9;27;4,5;40,5;9;27;4,5
379789;156;2013;0;S;;51;9;36;6;51;9;36;6
420367;156;2013;3;-;;43,5;15;28,5;0;43,5;15;28,5;0
354760;156;2013;3;-;;42;37,5;4,5;0;42;37,5;4,5;0
415420;156;2013;4;N;;48;42;6;0;48;42;6;0
415443;156;2013;0;-;;51;45;6;0;51;45;6;0
254858;156;2013;0;-;;28,5;22,5;6;0;28,5;22,5;6;0
379075;156;2013;0;N;;63;42;21;0;63;42;21;0
439481;156;2013;4;N;;60;60;0;0;60;60;0;0
414569;156;2012;0;-;;51;51;0;0;51;51;0;0
416894;158;2012;0;-;;30;30;0;0;30;30;0;0
515487;156;2013;1;S;;60;60;0;0;60;60;0;0
415465;156;2013;0;S;;39;34,5;0;4,5;39;34,5;0;4,5
480856;156;2013;4;S;;60;30;30;0;60;30;30;0
498464;156;2013;1;S;;49,5;28,5;21;0;49,5;28,5;21;0
484816;156;2012;3;-;;60;18;36;6;60;18;36;6
479265;156;2013;0;S;;49,5;45;4,5;0;49,5;45;4,5;0
515361;156;2013;0;N;;42;6;36;0;42;6;36;0
515544;156;2013;0;-;;60;18;36;6;60;18;36;6
515364;156;2013;1;N;B;30;0;24;6;30;0;24;6
460894;156;2012;4;-;;48;43,5;4,5;0;48;43,5;4,5;0
515069;158;2013;3;-;;36;12;18;6;36;12;18;6
516520;156;2013;0;-;;48;48;0;0;48;48;0;0
512225;158;2013;3;-;;60;36;18;6;60;36;18;6
479168;156;2013;0;N;;60;60;0;0;60;60;0;0
479102;156;2013;0;S;;54;54;0;0;54;54;0;0
479163;156;2013;0;-;;60;49,5;10,5;0;60;49,5;10,5;0
498006;156;2013;4;-;;42;33;9;0;42;33;9;0
497272;156;2013;4;-;;43,5;31,5;12;0;43,5;31,5;12;0
439514;156;2013;0;-;;63;46,5;16,5;0;63;46,5;16,5;0
460998;156;2013;1;S;;48;36;12;0;48;36;12;0
499858;156;2013;3;-;;45;39;6;0;45;39;6;0
466582;156;2013;0;-;;51;42;9;0;51;42;9;0
294227;156;2013;3;-;;34,5;0;0;34,5;34,5;0;0;34,5
379009;156;2013;1;-;;33;4,5;28,5;0;33;4,5;28,5;0
334735;156;2013;0;-;;61,5;57;0;4,5;61,5;57;0;4,5
439684;156;2013;4;S;;58,5;34,5;24;0;58,5;34,5;24;0
41169;156;2013;0;-;;54;37,5;16,5;0;54;37,5;16,5;0
465275;158;2013;0;S;;66;36;30;0;66;36;30;0
496128;156;2013;0;N;;60;42;18;0;60;42;18;0
497217;156;2013;0;S;;60;60;0;0;60;60;0;0
460474;158;2013;0;S;;52,5;52,5;0;0;52,5;52,5;0;0
511013;156;2013;4;N;;36;36;0;0;36;36;0;0
460931;156;2013;3;-;;42;25,5;16,5;0;42;25,5;16,5;0
414573;156;2013;4;-;;61,2;28,2;33;0;61,2;28,2;33;0
497405;156;2013;1;-;;30;12;18;0;30;12;18;0
479166;156;2013;0;S;;61,5;61,5;0;0;61,5;61,5;0;0
480285;158;2013;1;S;;60;60;0;0;60;60;0;0
478961;156;2013;0;-;;55,5;55,5;0;0;55,5;55,5;0;0
410733;156;2013;4;S;;42;42;0;0;42;42;0;0
479221;156;2013;0;S;;60;60;0;0;60;60;0;0
415358;156;2013;3;-;;22,5;22,5;0;0;22,5;22,5;0;0
497287;156;2013;1;N;;60;60;0;0;60;60;0;0
497365;156;2013;0;-;;60;60;0;0;60;60;0;0
460300;158;2013;0;S;;15;4,5;0;10,5;15;4,5;0;10,5
460940;156;2013;0;S;;42;42;0;0;42;42;0;0
497371;156;2013;4;S;;54;54;0;0;54;54;0;0
496687;158;2013;0;-;;60;60;0;0;60;60;0;0
497235;156;2013;3;N;;60;39;21;0;60;39;21;0
458328;158;2013;4;S;;60;60;0;0;60;60;0;0
420351;156;2013;0;-;;61,5;61,5;0;0;61,5;61,5;0;0
344838;156;2013;3;-;;22,5;22,5;0;0;22,5;22,5;0;0
515506;156;2013;0;S;;60;60;0;0;60;60;0;0
460988;156;2013;1;S;;42;42;0;0;42;42;0;0
464476;158;2013;0;S;;60;45;15;0;60;45;15;0
460277;158;2013;0;N;;37,5;37,5;0;0;37,5;37,5;0;0
489557;156;2013;4;-;;63;16,5;40,5;6;63;16,5;40,5;6
460895;156;2012;4;S;;63;49,5;13,5;0;63;49,5;13,5;0
461102;156;2012;3;N;;48;48;0;0;48;48;0;0
447794;156;2012;4;-;;33;33;0;0;33;33;0;0
479254;156;2013;0;-;;60;60;0;0;60;60;0;0
479041;156;2013;0;-;;60;37,5;9;13,5;60;37,5;9;13,5
478975;156;2013;3;S;;60;39;21;0;60;39;21;0
439551;156;2013;0;-;;43,5;39;0;4,5;43,5;39;0;4,5
479177;156;2013;1;S;;58,5;54;4,5;0;58,5;54;4,5;0
460905;156;2013;0;S;;60;49,5;6;4,5;60;49,5;6;4,5
460926;156;2013;4;S;;60;60;0;0;60;60;0;0
460934;156;2013;0;S;;30;30;0;0;30;30;0;0
466583;156;2013;0;S;;58,5;58,5;0;0;58,5;58,5;0;0
442967;156;2013;4;-;;60;45;15;0;60;45;15;0
515470;156;2013;0;N;;60;12;48;0;60;12;48;0
515005;158;2013;0;-;;60;60;0;0;60;60;0;0
515534;156;2013;3;S;;60;24;36;0;60;24;36;0
478513;158;2012;0;N;;46,5;40,5;6;0;46,5;40,5;6;0
480354;156;2012;4;-;;42;31,5;10,5;0;42;31,5;10,5;0
480865;156;2012;4;N;;42;37,5;4,5;0;42;37,5;4,5;0
379863;156;2012;0;S;;57;57;0;0;57;57;0;0
461071;156;2012;0;N;;61,5;61,5;0;0;61,5;61,5;0;0
478602;158;2012;0;-;;51;51;0;0;51;51;0;0
460966;156;2012;0;-;;43,5;37,5;0;6;43,5;37,5;0;6
478596;158;2012;2;-;;48;42;6;0;48;42;6;0
420361;156;2012;0;-;;46,5;31,5;15;0;46,5;31,5;15;0
509268;158;2013;;-;;30;30;0;0;30;30;0;0
517401;156;2013;;-;;27;4,5;6;16,5;27;4,5;6;16,5
507640;158;2013;;-;;24;13,5;10,5;0;24;13,5;10,5;0
515558;156;2013;0;N;;48;48;0;0;48;48;0;0
478554;158;2011;0;-;;60;36;24;0;60;36;24;0
461090;156;2013;1;N;;51;51;0;0;51;51;0;0
479250;156;2013;1;S;;60;45;15;0;60;45;15;0
478486;158;2013;0;S;;69,5;57,5;12;0;69,5;57,5;12;0
357156;156;2013;4;S;;45;28,5;16,5;0;45;28,5;16,5;0
496860;158;2013;0;-;;60;48;12;0;60;48;12;0
497181;156;2012;3;S;;42;42;0;0;42;42;0;0
439590;156;2013;4;-;;46,5;18;28,5;0;46,5;18;28,5;0
497319;156;2013;4;S;;60;60;0;0;60;60;0;0
512327;156;2013;4;-;;60;18;42;0;60;18;42;0
497251;156;2013;4;-;;60;34,5;25,5;0;60;34,5;25,5;0
414573;156;2012;4;-;;52;32,5;19,5;0;52;32,5;19,5;0
461056;156;2012;0;-;;42;42;0;0;42;42;0;0
477491;156;2012;4;N;;60;60;0;0;60;60;0;0
497269;156;2012;4;S;;60;60;0;0;60;60;0;0
497270;156;2012;3;N;;60;60;0;0;60;60;0;0
517609;158;2013;;-;;30;30;0;0;30;30;0;0
497142;156;2012;0;-;;60;60;0;0;60;60;0;0
497437;156;2012;3;S;;48;48;0;0;48;48;0;0
496778;158;2013;0;S;;60;60;0;0;60;60;0;0
479300;156;2013;0;S;;60;60;0;0;60;60;0;0
479065;156;2013;4;N;;60;60;0;0;60;60;0;0
457177;158;2013;0;N;;60;60;0;0;60;60;0;0
501652;158;2013;2;S;;60;54;6;0;60;54;6;0
441024;158;2013;0;-;;60;60;0;0;60;60;0;0
479047;156;2013;4;N;;60;60;0;0;60;60;0;0
497393;156;2013;0;N;;60;60;0;0;60;60;0;0
479234;156;2013;0;S;;60;60;0;0;60;60;0;0
478534;158;2013;0;S;;60;48;12;0;60;48;12;0
496839;158;2013;4;-;;43,5;34,5;9;0;43,5;34,5;9;0
460498;158;2013;1;-;;67,66;55,66;12;0;67,66;55,66;12;0
438898;158;2013;0;-;;60;60;0;0;60;60;0;0
452675;156;2012;4;S;;60;54;6;0;60;54;6;0
509319;156;2013;;-;;42;15;16,5;10,5;42;15;16,5;10,5
515512;156;2013;4;S;;60;12;48;0;60;12;48;0
515588;156;2013;4;N;;60;60;0;0;60;60;0;0
512230;158;2013;0;-;;60;60;0;0;60;60;0;0
512329;156;2013;0;S;;60;60;0;0;60;60;0;0
466038;156;2012;1;S;;40,5;34,5;6;0;40,5;34,5;6;0
386491;156;2012;3;N;;49,5;16,5;33;0;49,5;16,5;33;0
300948;156;2012;3;-;;27;12;4,5;10,5;27;12;4,5;10,5
386479;156;2012;4;-;;48;15;10,5;22,5;48;15;10,5;22,5
344838;156;2012;3;-;;55,5;33;22,5;0;55,5;33;22,5;0
335855;156;2012;4;-;;34,5;0;28,5;6;34,5;0;28,5;6
387346;156;2012;0;N;;61,5;10,5;51;0;61,5;10,5;51;0
414720;156;2012;4;-;;45;45;0;0;45;45;0;0
439696;156;2012;4;-;;46,5;46,5;0;0;46,5;46,5;0;0
415441;156;2012;0;N;;40,5;12;16,5;12;40,5;12;16,5;12
439724;156;2012;0;-;;42;42;0;0;42;42;0;0
353950;156;2012;1;-;;42;6;30;6;42;6;30;6
4258;156;2012;4;-;;22,5;4,5;0;18;22,5;4,5;0;18
280490;156;2012;2;-;;30;0;24;6;30;0;24;6
42159;156;2013;4;-;;19,5;15;0;4,5;19,5;15;0;4,5
329763;156;2012;4;-;;60;60;0;0;60;60;0;0
379808;156;2012;0;S;;58,5;45;13,5;0;58,5;45;13,5;0
354746;156;2012;2;-;;63;58,5;4,5;0;63;58,5;4,5;0
460389;158;2013;0;-;;60;60;0;0;60;60;0;0
497408;156;2012;4;N;;60;60;0;0;60;60;0;0
497417;156;2012;0;S;;60;60;0;0;60;60;0;0
501152;158;2010;0;N;;60;60;0;0;60;60;0;0
501152;158;2011;0;N;;60;60;0;0;60;60;0;0
501152;158;2012;0;N;;60;60;0;0;60;60;0;0
37509;156;2013;4;-;;22,5;12;0;10,5;22,5;12;0;10,5
465255;158;2013;3;N;;55,5;37,5;18;0;55,5;37,5;18;0
439651;156;2013;0;-;;43,5;22,5;15;6;43,5;22,5;15;6
460867;156;2013;4;-;;48;22,5;4,5;21;48;22,5;4,5;21
478975;156;2012;3;N;;30;30;0;0;30;30;0;0
479282;156;2012;3;-;;40,5;28,5;12;0;40,5;28,5;12;0
415860;156;2013;0;-;;55,5;51;4,5;0;55,5;51;4,5;0
460907;156;2013;0;-;;64,5;49,5;10,5;4,5;64,5;49,5;10,5;4,5
497381;156;2013;4;-;;24;24;0;0;24;24;0;0
460856;156;2013;4;-;;36;0;13,5;22,5;36;0;13,5;22,5
342151;156;2013;4;-;;31,5;0;18;13,5;31,5;0;18;13,5
439058;158;2013;0;N;;60;48;12;0;60;48;12;0
499049;156;2013;0;-;B;12;6;6;0;12;6;6;0
480272;158;2013;1;S;;48;42;6;0;48;42;6;0
478981;156;2013;4;N;;45;34,5;10,5;0;45;34,5;10,5;0
499825;156;2013;1;S;;33;33;0;0;33;33;0;0
334612;156;2011;1;-;;24;24;0;0;24;24;0;0
515490;156;2013;3;S;;60;48;12;0;60;48;12;0
515625;156;2013;1;S;;48;48;0;0;48;48;0;0
515351;156;2013;0;S;;60;60;0;0;60;60;0;0
496781;156;2013;4;S;;48;43,5;4,5;0;48;43,5;4,5;0
479137;156;2012;0;S;;55,5;31,5;24;0;55,5;31,5;24;0
479026;156;2012;4;S;;60;54;6;0;60;54;6;0
465937;156;2012;0;S;;60;54;6;0;60;54;6;0
460463;158;2012;1;S;;60;60;0;0;60;60;0;0
479209;156;2012;0;S;;60;54;6;0;60;54;6;0
497192;156;2012;0;-;;60;60;0;0;60;60;0;0
497174;156;2012;1;-;;60;42;18;0;60;42;18;0
362613;158;2012;2;N;;60;60;0;0;60;60;0;0
479077;156;2013;0;-;;54;49,5;4,5;0;54;49,5;4,5;0
460871;156;2013;1;S;;60;54;6;0;60;54;6;0
496755;158;2013;4;S;;54;54;0;0;54;54;0;0
460911;156;2013;0;S;;63;58,5;0;4,5;63;58,5;0;4,5
477944;156;2013;0;S;;61,5;39;22,5;0;61,5;39;22,5;0
497416;156;2012;0;-;;60;60;0;0;60;60;0;0
497290;156;2012;0;N;;60;48;12;0;60;48;12;0
497358;156;2012;0;-;;60;42;18;0;60;42;18;0
496749;158;2012;0;S;;60;60;0;0;60;60;0;0
496791;158;2012;3;N;;60;60;0;0;60;60;0;0
497369;156;2012;0;S;;60;60;0;0;60;60;0;0
498462;156;2013;4;-;;36;30;6;0;36;30;6;0
498503;156;2013;0;-;;36;30;6;0;36;30;6;0
484875;156;2013;0;-;;36;24;12;0;36;24;12;0
484785;156;2013;0;-;;46,5;46,5;0;0;46,5;46,5;0;0
496801;158;2012;0;-;;54;54;0;0;54;54;0;0
515417;156;2013;0;N;;60;60;0;0;60;60;0;0
515631;156;2013;0;N;;60;48;12;0;60;48;12;0
515523;156;2013;0;S;;54;36;18;0;54;36;18;0
478627;158;2013;0;-;;13,5;13,5;0;0;13,5;13,5;0;0
497376;156;2012;0;-;;60;60;0;0;60;60;0;0
497216;156;2012;0;S;;54;54;0;0;54;54;0;0
497390;156;2012;0;S;;60;60;0;0;60;60;0;0
497337;156;2012;0;-;;60;60;0;0;60;60;0;0
497273;156;2012;3;N;;60;60;0;0;60;60;0;0
497430;156;2012;0;S;;60;60;0;0;60;60;0;0
477227;156;2012;3;-;;60;60;0;0;60;60;0;0
447763;156;2013;1;N;;55,5;55,5;0;0;55,5;55,5;0;0
497185;156;2012;0;-;;60;60;0;0;60;60;0;0
497253;156;2012;4;N;;60;54;6;0;60;54;6;0
479142;156;2013;4;-;;60;28,5;18;13,5;60;28,5;18;13,5
496790;158;2012;0;-;;60;24;36;0;60;24;36;0
496834;158;2012;4;N;;54;54;0;0;54;54;0;0
496856;158;2012;1;-;;60;48;12;0;60;48;12;0
479135;156;2012;1;N;;30;18;12;0;30;18;12;0
415428;158;2012;4;-;;57;51;0;6;57;51;0;6
439965;156;2013;1;-;;51;36;10,5;4,5;51;36;10,5;4,5
497254;156;2012;3;N;;60,35;60,35;0;0;60,35;60,35;0;0
294485;156;2011;3;-;;27;0;6;21;27;0;6;21
497281;156;2012;0;-;;60;6;54;0;60;6;54;0
496761;158;2012;0;-;;60;60;0;0;60;60;0;0
515548;156;2013;0;S;;48;48;0;0;48;48;0;0
460288;158;2013;4;-;;52,5;40,5;12;0;52,5;40,5;12;0
20296;156;2013;4;-;;30;25,5;4,5;0;30;25,5;4,5;0
499827;156;2013;1;-;;24;12;12;0;24;12;12;0
499042;156;2012;0;-;;60;48;12;0;60;48;12;0
462223;156;2012;0;-;;61,5;49,5;12;0;61,5;49,5;12;0
480358;156;2012;4;S;;51;51;0;0;51;51;0;0
479274;156;2012;2;S;;33;33;0;0;33;33;0;0
505293;158;2012;;-;;31,5;31,5;0;0;31,5;31,5;0;0
505296;158;2012;;-;;19,5;19,5;0;0;19,5;19,5;0;0
505297;158;2012;;-;;18;18;0;0;18;18;0;0
505299;158;2012;;-;;15;15;0;0;15;15;0;0
505304;158;2012;;-;;18;6;12;0;18;6;12;0
441287;156;2012;3;N;;60;60;0;0;60;60;0;0
497413;156;2012;1;S;;54;54;0;0;54;54;0;0
497257;156;2012;0;-;;60;42;18;0;60;42;18;0
485438;156;2012;0;S;;24;12;12;0;24;12;12;0
497258;156;2012;0;S;;54;54;0;0;54;54;0;0
497443;156;2012;1;S;;54;6;42;6;54;6;42;6
497280;156;2012;0;N;;60;60;0;0;60;60;0;0
496674;158;2012;0;-;;60;54;6;0;60;54;6;0
496652;158;2012;0;-;;60;60;0;0;60;60;0;0
496783;158;2012;0;-;;60;42;18;0;60;42;18;0
497212;156;2012;0;S;;60;36;24;0;60;36;24;0
497429;156;2012;0;-;;60;42;18;0;60;42;18;0
480890;156;2013;0;S;;61,75;57,25;4,5;0;61,75;57,25;4,5;0
474592;158;2013;3;S;;63;36;12;15;63;36;12;15
458725;156;2013;1;-;;67,5;55,5;12;0;67,5;55,5;12;0
328908;156;2012;1;-;;51;42;9;0;51;42;9;0
478976;156;2012;4;-;;48;6;42;0;48;6;42;0
314122;156;2012;0;S;;54;54;0;0;54;54;0;0
460423;158;2012;0;-;;69;69;0;0;69;69;0;0
486844;156;2011;0;-;;54;0;48;6;54;0;48;6
515511;156;2013;4;-;;54;54;0;0;54;54;0;0
461110;156;2013;0;-;;60;60;0;0;60;60;0;0
482839;158;2013;4;-;;66;66;0;0;66;66;0;0
496842;158;2013;0;-;;28,5;28,5;0;0;28,5;28,5;0;0
496876;158;2013;0;-;;34,5;34,5;0;0;34,5;34,5;0;0
414611;156;2013;0;-;;39;0;19,5;19,5;39;0;19,5;19,5
496654;158;2012;0;S;;54;54;0;0;54;54;0;0
496741;158;2012;1;-;;60;48;12;0;60;48;12;0
497348;156;2012;0;-;;60;60;0;0;60;60;0;0
496798;158;2012;0;N;;60;60;0;0;60;60;0;0
499826;156;2012;0;-;;60;6;30;24;60;6;30;24
77253;156;2012;1;-;;42;42;0;0;42;42;0;0
480868;156;2012;0;-;;39;39;0;0;39;39;0;0
439712;156;2012;1;N;;43,5;4,5;30;9;43,5;4,5;30;9
460374;158;2012;4;-;;48;36;12;0;48;36;12;0
461057;156;2012;4;N;;49,5;36;9;4,5;49,5;36;9;4,5
439762;156;2012;4;N;;40,5;40,5;0;0;40,5;40,5;0;0
479097;156;2012;3;-;;28,5;28,5;0;0;28,5;28,5;0;0
499811;156;2012;4;S;;54;54;0;0;54;54;0;0
496064;156;2012;0;S;;48;6;24;18;48;6;24;18
497266;156;2012;4;-;;60;60;0;0;60;60;0;0
497175;156;2012;0;S;;48;48;0;0;48;48;0;0
496680;158;2012;0;-;;60;36;24;0;60;36;24;0
496860;158;2012;0;-;;48;48;0;0;48;48;0;0
515492;156;2013;0;N;B;30;6;24;0;30;6;24;0
497297;156;2012;0;S;;60;60;0;0;60;60;0;0
497147;156;2012;0;S;;48;48;0;0;48;48;0;0
497366;156;2012;0;S;;60;60;0;0;60;60;0;0
497326;156;2012;0;S;;60;48;12;0;60;48;12;0
484785;156;2012;0;-;;61,5;21;40,5;0;61,5;21;40,5;0
497238;156;2012;0;N;;42;36;6;0;42;36;6;0
497243;156;2012;1;S;;60;48;12;0;60;48;12;0
499825;156;2012;1;S;;60;36;24;0;60;36;24;0
499822;156;2012;0;S;;60;36;24;0;60;36;24;0
499809;156;2012;0;S;;60;18;42;0;60;18;42;0
478531;158;2012;0;-;;60;60;0;0;60;60;0;0
479040;156;2012;0;S;;61;61;0;0;61;61;0;0
479167;156;2012;4;S;;60;60;0;0;60;60;0;0
460298;158;2013;4;-;;4,5;4,5;0;0;4,5;4,5;0;0
460475;158;2013;3;N;;51;39;12;0;51;39;12;0
420353;156;2013;4;N;;40,5;28,5;12;0;40,5;28,5;12;0
439538;156;2013;0;-;;60;54;6;0;60;54;6;0
462157;158;2013;0;N;;6;0;6;0;6;0;6;0
478646;158;2013;0;S;;60;60;0;0;60;60;0;0
479306;156;2013;3;-;;55,5;55,5;0;0;55,5;55,5;0;0
479149;156;2012;0;S;;61;61;0;0;61;61;0;0
478606;158;2012;2;S;;60;60;0;0;60;60;0;0
460325;158;2012;0;N;;54;54;0;0;54;54;0;0
460394;158;2012;0;-;;60;60;0;0;60;60;0;0
479033;156;2012;3;-;;51;51;0;0;51;51;0;0
478692;158;2012;0;N;;54;54;0;0;54;54;0;0
474750;156;2012;3;N;;42;36;6;0;42;36;6;0
479186;156;2012;0;N;;36;12;24;0;36;12;24;0
479136;156;2012;3;-;;42;42;0;0;42;42;0;0
479256;156;2012;4;-;;48;48;0;0;48;48;0;0
478996;156;2012;3;N;;48;24;24;0;48;24;24;0
461158;156;2012;1;-;;43,5;15;22,5;6;43,5;15;22,5;6
478632;158;2012;4;-;;48;42;6;0;48;42;6;0
484782;156;2012;3;S;;55,5;25,5;30;0;55,5;25,5;30;0
479253;156;2012;4;S;;60;60;0;0;60;60;0;0
462164;156;2012;0;S;;60;15;45;0;60;15;45;0
448427;156;2012;0;N;;64,5;64,5;0;0;64,5;64,5;0;0
486614;156;2011;4;N;;60;42;18;0;60;42;18;0
500937;156;2012;;-;;60;36;24;0;60;36;24;0
460839;156;2012;0;-;;54;54;0;0;54;54;0;0
478649;158;2013;4;-;;60;42;18;0;60;42;18;0
480358;156;2013;4;S;;61,5;51;10,5;0;61,5;51;10,5;0
461102;156;2013;3;S;;60;60;0;0;60;60;0;0
497175;156;2013;0;S;;60;51;9;0;60;51;9;0
507638;158;2013;;-;;15;9;0;6;15;9;0;6
175050;156;2012;1;S;;63;57;6;0;63;57;6;0
478576;158;2012;1;S;;60;60;0;0;60;60;0;0
49474;156;2012;0;S;;60;60;0;0;60;60;0;0
478957;156;2012;0;S;;60;60;0;0;60;60;0;0
312079;156;2012;4;-;;51;30;15;6;51;30;15;6
479234;156;2012;0;S;;60;60;0;0;60;60;0;0
479095;156;2012;0;S;;60;60;0;0;60;60;0;0
461157;156;2012;0;S;;60;60;0;0;60;60;0;0
460951;156;2012;0;N;;60;60;0;0;60;60;0;0
460462;158;2012;0;N;;60;60;0;0;60;60;0;0
